name_en_x,pm10,pm2_5,us_aqi,us_pm2_5,us_pm10,us_no2,name,latitude,longitude,green_coverage_pct
Bellagio Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند بلاجيو,30.03997658111771,31.49997998922251,5.07
Beta Greens Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند بيتا جرينز,30.06282462843217,31.655511041011,0.03
Bin Al Ganayen,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بين الجناين,30.066273602329293,31.27282391892589,0.72
Bin El Souren,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بين الصورين,30.05097046754049,31.25863200525243,0.03
Birket El Hag,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بركه الحاج,30.15248521031043,31.361474497387743,0.76
Birket El Ratly,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بركه الرطلى,30.060455874217105,31.25709860805061,0.09
Bitcho City,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بيتشو سيتى,29.97938707521281,31.329992523395365,0.5
Block 1,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1,29.966450340845544,31.28120448047458,1.62
Block 10,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 10,29.95989072749356,31.307133473229392,0.49
Block 11,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 11,30.0358098778606,31.34559969087683,0.23
Block 1103,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1103,30.10579019448902,31.36631598292769,1.51
Block 1104,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1104,30.10602846533398,31.3683445451462,1.32
Block 1105,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1105,30.104985834647763,31.36962883969256,1.06
Block 1107,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1107,30.10518314318783,31.368201747852453,1.14
Block 1109,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1109,30.10432319093064,31.36828422373307,1.06
Block 1111,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1111,30.10355803892334,31.367440493069115,1.37
Block 1112,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1112,30.10357027189109,31.36639980306968,1.27
Block 1114,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1114,30.104085205600907,31.3647087724481,1.26
Block 1115,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1115,30.103424527884982,31.36549168070117,1.26
Block 1116,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1116,30.102705107203708,31.36634426401959,1.33
Block 1117,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1117,30.102315983046143,31.36749814858932,1.29
Block 1118,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1118,30.103223428684696,31.36839733826952,1.26
Block 1119,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1119,30.103879162495502,31.369248799668885,1.17
Block 1140,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1140,30.101645386997568,31.38057178527888,0.58
Block 1141,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1141,30.10143936555796,31.37998372156916,0.69
Block 1142,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1142,30.10180724031013,31.377917466973507,0.71
Block 1143,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1143,30.100922311110057,31.379487008060856,0.69
Block 1144,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1144,30.10049986673485,31.379019072425383,0.7
Block 1145,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1145,30.1004343754112,31.37829617853705,0.73
Block 1146,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1146,30.100062494676816,31.37675090489191,0.7
Block 1147,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1147,30.099336207685845,31.37853489738774,0.68
Block 1148,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1148,30.09846040290296,31.37713548263796,0.67
Block 1149,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1149,30.09895212433387,31.37989873550725,0.59
Block 1150,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1150,30.098811994368607,31.381357308061048,0.51
Block 1153,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1153,30.0988342074381,31.37610153377429,0.66
Block 1154,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1154,30.09894449234105,31.37396172253516,0.76
Block 1155,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1155,30.099986071051752,31.37445876300988,0.87
Block 1156,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1156,30.098434953660544,31.371950834385952,0.81
Block 1157,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1157,30.098327062115576,31.374033701736145,0.59
Block 1158,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1158,30.09772645271864,31.37378807457645,0.53
Block 1159,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1159,30.097249526123363,31.372108597046324,0.83
Block 1160,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1160,30.095791438998944,31.37228852041939,0.77
Block 1161,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1161,30.097096404927907,31.373210104997344,0.67
Block 1163,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1163,30.09659084721092,31.37425909523088,0.65
Block 1164,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1164,30.096649015700685,31.374908066995403,0.6
Block 1165,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1165,30.09670712532004,31.3755587793,0.5
Block 1166,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1166,30.096508565340823,31.37638717901446,0.5
Block 1167,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1167,30.096818861811805,31.377686846454235,0.54
Block 1168,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1168,30.09648250926006,31.37891415730084,0.71
Block 1169,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1169,30.09714980805344,31.380115631182587,0.62
Block 1170,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1170,30.09724730460878,31.380724531136185,0.55
Block 1177,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1177,30.095301484053653,31.379054782781388,0.72
Block 1178,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1178,30.09568409485044,31.37834437099048,0.67
Block 1179,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1179,30.0957660926692,31.377475496379503,0.65
Block 1180,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1180,30.0945810999016,31.37761869087128,0.67
Block 1181,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1181,30.0947235992437,31.37974063353564,0.65
Block 1182,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1182,30.09380000952924,31.378766780477413,0.76
Block 1183,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1183,30.09385586562284,31.376704335783227,0.75
Block 1184,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1184,30.094607234510047,31.375761057537247,0.83
Block 1185,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1185,30.09351630630476,31.375444881505945,0.93
Block 1186,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1186,30.09378051090374,31.3741903996482,0.93
Block 1187,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1187,30.09367145854769,31.372966223685204,0.93
Block 12,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 12,29.960475703977465,31.30545237299992,0.36
Block 1216,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1216,30.10341172083985,31.37151538712673,1.23
Block 1217,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1217,30.103168636313097,31.36947132283486,1.28
Block 1218,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1218,30.10212788729711,31.36831692960209,1.12
Block 1219,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1219,30.101358707149146,31.36793217583699,0.9
Block 1220,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1220,30.10041533020976,31.36904682864516,0.86
Block 1221,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1221,30.099652516041026,31.369945524574074,0.75
Block 1222,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1222,30.09954137305721,31.370865720914225,0.8
Block 1223,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1223,30.10112499458239,31.37263229774952,0.98
Block 1224,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1224,30.10267398576884,31.371222047365,1.11
Block 1226,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1226,30.10185691774942,31.3703143886988,1.03
Block 1227,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1227,30.102244254284937,31.37074488424928,1.06
Block 1228,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 1228,30.10102324203465,31.36939134594719,0.95
Block 13,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 13,29.96115773216353,31.3059500500411,0.41
Block 14,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 14,29.96216909433847,31.30426575800264,0.54
Block 15,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 15,30.03521736670915,31.34223827316012,0.42
Block 16,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 16,30.036307968264968,31.34207824448698,0.29
Block 17,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 17,30.036381620771685,31.342771567398213,0.28
Block 18,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 18,29.959904681675983,31.309640758082804,0.61
Block 19,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 19,29.95916991373423,31.31262717527789,0.88
Block 2,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 2,29.96511318736772,31.282609084592043,1.6
Block 20,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 20,29.95925716659396,31.3134031977842,0.9
Block 21,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 21,29.960904591537293,31.31188453695921,0.92
Block 3,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 3,29.97135487412745,31.27946768513649,2.51
Block 4,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 4,29.97026070971694,31.27894996225405,2.46
Block 5,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 5,29.969335450632123,31.27840695379222,2.7
Block 6,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 6,30.03727389984613,31.34289008395698,0.25
Block 7,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 7,29.96045947386263,31.30289762477558,0.68
Block 8,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك 8,29.96052508718007,31.303773746018745,0.64
Block 9,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,بلوك 9,30.063431311073327,31.40631404146574,4.06
Block E,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك ه,29.99687037843237,31.303512365492377,0.32
Block F,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوك و,29.996781716131217,31.30416747063043,0.55
Blocks 85,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بلوكات 85,30.04806319604068,31.350683752825475,1.16
Bloomfields Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند بلوم فيلدز,30.06715638843074,31.649377458998195,0.35
Borham,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,برهام,30.08315321490105,31.241730088772588,0.27
Boulak,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,بولاق,30.059185500000005,31.2341778,0.56
Building and Housing Association,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,جمعية البناء والإسكان,29.96127500135562,31.52828699375377,0.36
Buildings 10,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,B10,30.08241586867221,31.65971300159042,5.78
Buildings 1000,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,عمارات 1000,30.04750832121088,31.39789587644093,1.48
Buildings 11,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مباني 11,30.07571167685864,31.65867723431284,5.34
Buildings 2000,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,عمارات 2000,30.041807225551093,31.39739209236844,2.51
Buildings 300,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,عمارات 300,30.047655673281223,31.391664253498742,0.58
Buildings 3000,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,عمارات 3000,30.053829112752737,31.384379027374123,0.61
Buildings 400,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,عمارات 400,30.04955264999988,31.39354754512033,0.25
Buildings 4000,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,عمارات 4000,30.042117619808128,31.394581485407272,1.6
Buildings 500,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,عمارات 500,30.04989663481729,31.39654096917876,0.95
Buildings 6,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مباني 6,30.07896678655263,31.643208862411267,6.61
Buildings 600,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,عمارات 600,30.05088581175814,31.38668180869946,0.45
Buildings 700,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,عمارات 700,30.05141781700583,31.38884719148115,0.58
Buildings 800,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,عمارات 800,30.052586351948868,31.39080188479375,0.78
Buildings 81,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,عمارات 81,30.046926706407945,31.35524149608976,1.06
Buildings 900,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,عمارات 900,30.05384039408085,31.38582298142687,0.49
Business Men Center,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مركز رجال الاعمال,30.14889552319604,31.72970734228761,1.41
Businessmen Neighbourhood -15 May City,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,حي رجال الاعمال- مدينة ١٥ مايو,29.8332498,31.3616914,5.44
Cairo Airport,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,مطار القاهرة,30.11433240766461,31.351928593165376,3.11
Cairo Business Park Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند كايرو بيزنس بارك,30.05181572038892,31.51403278779471,3.55
Cairo Festival City,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كايرو فستيفال سيتى,30.028486090724765,31.4103243497458,2.23
Cairo Housing,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,مساكن القاهرة,30.01588043099596,31.33365166691356,0.89
Cairo Housing Association Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند جمعية مساكن القاهرة,29.963004500869623,31.53390962685465,0.37
Cairo Investigation Division,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,تقسيم مباحث القاهرة,29.988077618180093,31.324084546078097,0.56
Canyon Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند كانيون,30.06733035915712,31.64109650781793,0.88
Capital Life,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كابيتال لايف,30.12242246396672,31.734249158400143,0.16
Casa Verde Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند كازا فيردى,30.051438870793387,31.47706919531462,5.63
Central Industrial Area,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,المنطقة الصناعية المركزية,30.14498742040789,31.74553078124384,0.31
Central Park Villas,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,سنترال بارك فيلاز,30.036271419425816,31.49728243658405,4.93
Cinema Area,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,منطقه السينما,30.060994476829723,31.324275458482663,5.54
City Center 1,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مركز المدينة1,30.151224154884755,31.606648819116028,3.58
City Gate Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند سيتي جيت,30.013291662119656,31.570030791554814,0.0
City of Odyssia Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند سيتي أوف أوديسيا,30.05053667131792,31.643252147044727,0.07
City of workers,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,مدينة العمال,29.834299573237125,31.34144222106074,0.31
Civil Protection Officers Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند ضباط الحماية المدنية,29.96388549316025,31.52828602576196,0.53
Cleopatra Palace Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند كليوباترا بالاس,30.116946415662863,31.622895656676963,2.02
Club District,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,حى النادي,30.12941154299026,31.61582401708454,4.56
Club Side,24.703178,15.82079,74.21322,62.85449,22.400135,5.074077,كلوب سايد,30.20069441269401,31.66964344438644,3.73
Commercial Syndicate Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند نقابة التجاريين,29.967262340780124,31.5282267202911,0.76
Compound Hyde Park Damac,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند هايد بارك داماك,29.98255901210449,31.55022855754984,3.36
Compound Pgesco Serena Height,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كومبوند بجيسكو سيرينا هايتس,30.04430694756868,31.491519405606542,3.78
Compound Royal Lagoon,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كومبوند رويال لاجون,30.04342132525149,31.494250798658577,4.81
Compound Workers in Educational Buildings,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند العاملين بالأبنية التعليمية,29.96308371038618,31.521746358330144,0.57
Compound workers Cairo Center for Maritime,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند العاملين بمركز القاهرة للملاحة البحرية,29.96214683113639,31.509480056265364,0.97
Concord Gardens Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند كونكورد جاردنز,30.02293458727149,31.483427581879567,2.62
Concordia 2 Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند كونكورديا 2,30.043050606854617,31.503115268652124,6.26
Construction Housing,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,مساكن الإنشاءات,30.009247934887725,31.32956781590213,3.07
Cooperatives,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,التعاونيات,30.057427877727548,31.362234154258683,0.83
Cooperatives Buildings,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,عمارات التعاونيات,30.104337295916483,31.374185380604324,0.95
Cooperatives C Buildings,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,عمارات التعاونيات ج,30.055545869653848,31.291981876579467,1.37
Cooperatives K Buildings,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,عمارات التعاونيات ك,30.056431211532075,31.29601642168604,2.21
"Cooperatives, Al Toub Al Ramli Housing",36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,"التعاونيات, مساكن الطوب الرملى",30.033379088913453,31.36858568140752,0.09
Coronfel Heights,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,القرنفل هايتس,30.057383275970544,31.532708883277927,1.35
Creek Town,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,Creek Town,30.086498967657377,31.51116583074668,0.65
Crystal Plaza,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,كريستال بلازا,29.98146815865801,31.332049825269632,0.63
DIJAR Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,DIJAR Compound,29.94972835734476,31.523743075729275,0.53
Dar Al Saada Association Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند جمعية دار السعادة,29.96131127202935,31.53265353783728,0.2
Dar Al Salam,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,دار السلام,29.98680785482336,31.246932956050607,0.11
Dar Masr Al Andalus - Phase 1 - 29 Building,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,دار مصر الأندلس - المرحلة الأولى - 29 عمارة,29.96962041364924,31.51800074846609,0.55
Dar Masr Al Andalus - Phase 1 - 70 Building,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,دار مصر الأندلس - المرحلة الأولى - 70 عمارة,29.97197411446662,31.5141492904096,0.5
Dar Masr Al Andalus - Phase 2,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,دار مصر الأندلس - المرحلة الثانية,29.9701476,31.5286336,0.79
Dar Misr,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,دار مصر,30.124067794313063,31.72426211259324,1.26
Dar Misr Al Koronfil,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,دار مصر القرنفل,30.061751936207298,31.527063081203977,1.47
Dar Misr Compound,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,كمبوند دار مصر,29.86043920995784,31.375477376792944,1.8
Darb El Akma'eya,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,درب الاقماعيه,30.05671745420266,31.257150963925223,0.08
Darb El Gamamiz,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,درب الجماميز,30.03224019137385,31.248176184257648,0.08
Darb El Genena,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,درب الجنينه,30.052200591242176,31.250083293278923,0.26
Darb El Husr,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,درب الحصر,30.029501977557235,31.2538103640898,0.21
Darb Ghazia,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,درب غزيه,30.022114592302582,31.252694003264427,0.08
Darb Nasr,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,درب نصر,30.06153172097337,31.23370203254773,0.48
Darb Sa'ada,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,درب سعاده,30.04609799499301,31.25653427176564,2.38
Darb Shaghlan,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,درب شغلان,30.03965639966309,31.261406683747136,6.64
Delta Housing,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,مساكن الدلتا,30.012779462196534,31.33920293508528,0.51
Devinya Green Land Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند ديفينيا جاردنز,30.13215062172095,31.62388186352307,2.93
District 1,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,الحى 1,30.005929804217864,31.282365896504075,0.64
District 10,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,الحى 10,30.03597742689801,31.36645775383224,0.08
District 2,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,الحى 2,29.99965978425177,31.292043879202154,0.25
District 2 East,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,الحى 2 شرق,30.15834524794544,31.629889324672725,2.61
District 3,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,الحى 3,30.000987964335085,31.4373390231754,1.13
District 4,32.067141500000005,18.464603500000003,79.780978,67.84594,28.255564,7.71038615,الحى 4,29.995962897564933,31.42597180365497,1.28
District 5,32.067141500000005,18.464603500000003,79.780978,67.84594,28.255564,7.71038615,الحى 5,30.000210057924665,31.414550883233943,3.32
District 5 Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,District 5 Compound,29.95182434985588,31.4553837036368,0.37
District 6,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,الحى 6,30.045208121023,31.3221659307064,1.26
District 7,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,الحى 7,30.048309801007328,31.3253476529444,2.08
District 8,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,الحي 8,29.99004872026764,31.307320607602,0.29
District Al 70 Fedan,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,حى السبعين فدان,29.99386805775436,31.32669240240356,0.6
Dorat Al Karaz Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند درة الكرز,29.994242884373698,31.542442305834324,4.53
Dyar Al Ahly Club,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,ديار النادي الاهلى,30.06313755445375,31.36117379210912,1.8
Dyar Park Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند ديار بارك,30.045848525930683,31.515533662215542,3.03
Dyar Sabour Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند ديار صبور,30.04195254329884,31.51769869639641,2.8
EL Kolaly,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,القللى,30.062196424387214,31.241176788677784,0.24
Eagles Residence Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند ايجلز ريذيدانس,30.020907079425367,31.53106242659669,2.07
East Al Abbasseya,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,العباسيه الشرقيه,30.063407595329107,31.27489601412339,0.51
East Al Khabiri,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,الخبيرى الشرقيه,29.95373057071004,31.25686129080169,12.65
East Al Manial,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,المنيل الشرقي,30.022602604561307,31.22746236957887,3.64
East Al Salam,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,السلام الشرقيه,30.16928818449003,31.419060560732536,0.93
East Al Sarayat,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,السرايات الشرقيه,29.96077741615689,31.272491530211408,9.17
East Al Zaitoun,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,الزيتون الشرقيه,30.10162101443996,31.31222048309836,2.81
East Area 6,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,شرق منطقة 6,30.062202544108576,31.368032079468232,0.48
East Ein Shams,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,عين شمس الشرقيه,30.12801797256361,31.32467653489077,0.1
East El Waily El Kabir,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,الوايلي الكبير شرق,30.09249960955504,31.28229137409756,0.37
East Ezbet El Nakhl,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,عزبه النخل الشرقيه,30.138201077565835,31.33507850669721,0.14
East Helwan,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,حلوان الشرقيه,29.84563189733732,31.34901709544376,0.3
East Insurance,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,الشرق للتأمين,30.01850418958953,31.32462291006679,1.41
East of the Rubiki,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,شرق الروبيكي,30.12114645174089,31.751224370953928,0.12
Eastern Al Shobak Village,100.73496,22.805325,88.276215,76.092606,72.74783,5.4515224,قريه الشوبك الشرقى,29.752594401310745,31.286495711909687,19.88
Eastren Sixth Area,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,شرق المنطقة السادسة,30.06218319586302,31.36771030513681,0.54
Easy Life Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند ايزي لايف,30.00974519113309,31.48779883053765,2.25
